id;% ??;PREZZO LISTINO 2008;PREZZO LISTINO 2009;LISTINO 2010;% ??;LISTINO 2011;% ??;LISTINO 2012;IMMAGINE;TIPO MATERIALE O TESSUTO;BARCODE;NS. ART.;DESCRIZIONE;CODICE FORNITORE;DESCRIZIONE IN INGLESE;COLOUR ;FABRIC - GLASS;DIMENSIONI ARTICOLO Cm.;VOLUME IMBALLO m³;PZ. IMB.;DIMENSIONI IMBALLO Cm.;COSTO FOB 2012 USD;COSTO FOB 2012 EUR; CALCOLO 30 CBM ; CALCOLO 68 CBM ;Q.tà per container;;Trasp.;DAZI USD;PREZZO LISTINO 2011 DA ARROT.;COSTO EUR TRASPORTO COMPRESO 2011;PESO ART. Kg.;PESO IMBALLO Kg.;FORNITORE;COSTO FOB 2008 USD;COSTO FOB 2009 USD;COSTO FOB 2009 EUR;COSTO FOB 2010 USD;COSTO FOB 2010 EUR;a;b;c
45;;;;;;;;858,3;;;;50272;TAVOLO RETTANGOLARE ALASSIO COLOR ROVERE 200X100X75;GT-27071-G;Teak Table Coffee Table Aluminium frame & full PE wicker cover, KD;;TEAK TOP;200x100x75;0,216;1;202x102x10,5;232,8;168,7;139;314;314;;19,11;;858,26;187,8;;;OTION;;;;;;;;TAVOLO TEAK
46;;;;1309,3;;1309,4;-2,1;1337,5;;;;50276;TAVOLO RETTANGOLARE ALASSIO COLOR SPECIAL BROWN CM. 240X110X75 H;GT-27071;Dining table, Aluminium frame, wicker woven, TEAK TOP, 240x110x75cm,KD;1044 (HIGH QUALITY);TEAK TOP;240X110X75;0,285;1;242X112X10,5;348,3;252,39;105;239;239;227;25,1;;1.337,53;277,5;;;OTION;;;;331,74;236,96;;;TAVOLO TEAK
47;;;;;;1309,4;-2,1;1337,5;;;;50277;TAVOLO RETTANGOLARE ALASSIO COLOR BIANCO CM. 240X110X75 H;GT-27071;Dining table, Aluminium frame, wicker woven, TEAK TOP, 240x110x75cm,KD;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;TEAK TOP;240X110X75;0,285;1;242X112X10,5;348,3;252,39;105;239;239;227;25,1;;1.337,53;277,5;;;OTION;;;;;;;;TAVOLO TEAK
48;1,16;351;370,6;374,9;0;374,9;2,94;364,2;;STRUTTURA ALLUMINIO + TEAK;;50280;TAVOLINO QUADRO ALASSIO COLOR SPECIAL BROWN 75X75X36;GT-7036T;Teak Table Coffee Table Aluminium frame & full PE wicker cover, KD;1044 (HIGH QUALITY);TEAK TOP;75x75x36;0,062;1;77x77x10,5 ;96,7;70,07;482;1.092;1092;1.038;5,49;;364,23;75,57;;;OTION;;105,29;71,14;92,08;65,77;;;TAVOLO TEAK
49;1,16;351;370,6;374,9;0;374,9;2,94;364,2;;;;50281;TAVOLINO QUADRO ALASSIO COLOR BIANCO CM 75X75X36 H;GT-7036T;TEAK TABLE Coffee Table Aluminum frame & full PE wicker cover;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;TEAK TOP;75x75x36 ;0,062;1;77x77x10,5 ;96,7;70,07;482;1.092;1092;1.038;5,49;;364,23;75,57;;;OTION;;105,29;71,14;92,08;65,77;;;TAVOLO TEAK
50;;;;;;;;218,3;;;;50295;TAVOLINO QUADRO ALASSIO COLOR SPECIAL BROWN CM 55X55X24 H;GT-2011 55X55;5 MM GLASS TOP 50X50 MM ALU TABLE ;1044 (HIGH QUALITY);NEW SMOKED GLASS;55X55X24;0,038;1;57X57X10,5;54,6;41,94;789;1.789;1789;1.700;3,35;3,28;218,31;45,29;;;OTION;;;;;;;;TAVOLO VETRO
51;;;;;;;;218,3;;;;50296;TAVOLINO QUADRO ALASSIO COLOR BIANCO CM 55X55X24 H;GT-2011 55X55;5 MM GLASS TOP 50X50 MM ALU TABLE ;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;NEW GLASS;55X55X24;0,038;1;57X57X10,5;54,6;41,94;789;1.789;1789;1.700;3,35;3,28;218,31;45,29;;;OTION;;;;;;;;TAVOLO VETRO
52;;;;309;;309;0,49;307,5;;;;50286;TAVOLINO RETTANGOLARE ALASSIO COLOR SPECIAL BROWN CM 100X55X42 H;GT-2011T 100X55;Teak Coffee table, with Aluminium frame & full PE wicker cover;1044 (HIGH QUALITY);TEAK TOP;100x55x42;0,061;1;102x57x10,5;80,6;58,41;491;1.114;1114;1.058;5,39;;307,48;63,79;;;OTION;;;;76,97;54,98;;;TAVOLO TEAK
53;6,24;227;243,6;258,8;0;258,8;-13,18;298,1;;STRUTTURA ALLUMINIO + VETRO;;50290;TAVOLINO RETTANGOLARE ALASSIO COLOR SPECIAL BROWN CM 100X55X42 H;GT-2011 100X55;Coffee table, with tempered SMOKED/BLACK glass top Aluminium frame & full PE wicker cover;1044 (HIGH QUALITY);SMOKED/BLACK TEMPERED GLASS;100x55x42;0,061;1;102x57x10,5;79,8;61,3;491;1.114;1114;1.058;5,39;4,79;298,07;66,68;14;;OTION;;72,14;48,74;64,9;49,78;;;TAVOLO VETRO
54;;;;258,8;0;258,8;-13,18;298,1;;;;50291;TAVOLINO RETTANGOLARE ALASSIO COLOR BIANCO 100X55X42;GT-2011;Coffee table, with tempered FROZEN/ WHITE glass top Aluminium frame & full PE wicker cover ;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;TEMPERED WHITE GLASS;100x55x42;0,061;1;102x57x10,5;79,8;61,3;491;1.114;1114;1.058;5,39;4,79;298,07;66,68;14;;OTION;;72,14;48,74;64,9;49,78;;;TAVOLO VETRO
55;0;756,6;796,5;796,5;0;796,5;8,26;735,7;;POLIESTERE WATER PROOF;;50310;DIVANO 2 POSTI ALASSIO COLOR SPECIAL BROWN ;;SOFA (Two seat) Aluminium frame & full PE wicker cover with 5 cm watefproof cushion;1044 (HIGH QUALITY);"CUSHION:WATER PROOF, WITH ZIPPER; FABRIC ECRU A13815";120x72x88;1,446;2;135x94x114;119,4;86,52;41;94;94;89;58,51;;735,75;145,03;;;OTION;;#RIF!;#RIF!;#RIF!;#RIF!;;;MOBILI PER SEDERSI IMBOTTITI
56;2,28;837;904,5;904,5;-2,23;925,1;16,82;791,9;;POLIESTERE WATER PROOF;;50320;DIVANO 3 POSTI ALASSIO COLOR SPECIAL BROWN ;;SOFA (Three seat) Aluminium frame & full PE wicker cover with 5 cm waterproof cushion;1044 (HIGH QUALITY);"CUSHION:WATER PROOF, WITH ZIPPER; FABRIC ECRU A13815";160x72x88;1,875;2;175x94x114;159,5;115,58;32;73;74;69;74,32;;791,9;189,9;;;OTION;;#RIF!;#RIF!;#RIF!;#RIF!;;;MOBILI PER SEDERSI IMBOTTITI
57;-8,85;359,6;388,7;393,6;11,09;354,3;-5,47;374,8;;POLIESTERE WATER PROOF;;50330;POLTRONA ALASSIO COLOR SPECIAL BROWN ;;Single Sofa Aluminium frame & full PE wicker cover with 5 cm waterproof cushion;1044 (HIGH QUALITY);"CUSHION:WATER PROOF, WITH ZIPPER; FABRIC ECRU A13815";60x72x88;0,803;2;75x94x114;72,1;52,25;75;169;169;161;32,54;;374,78;84,79;;;OTION;;#RIF!;#RIF!;#RIF!;#RIF!;;;MOBILI PER SEDERSI IMBOTTITI
58;0;756,6;796,5;796,5;#RIF!;796,5;8,26;735,7;;POLIESTERE WATER PROOF;;50311;DIVANO 2 POSTI ALASSIO COLOR BIANCO ;;SOFA (Two seat) Aluminium frame & full PE wicker cover with 5 cm watefproof cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;"CUSHION:WATER PROOF, WITH ZIPPER; FABRIC TORTORA A14203";120x72x88 ;1,446;2;135x94x114;119,4;86,52;41;94;94;89;58,51;;735,75;145,03;;;OTION;;#RIF!;#RIF!;#RIF!;#RIF!;;;MOBILI PER SEDERSI IMBOTTITI
59;2,28;837;904,5;904,5;-2,23;925,1;16,82;791,9;;POLIESTERE WATER PROOF;;50321;DIVANO 3 POSTI ALASSIO COLOR BIANCO ;;SOFA (Three seat) Aluminium frame & full PE wicker cover with 5 cm waterproof cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;"CUSHION:WATER PROOF, WITH ZIPPER; FABRIC TORTORA A14203";160x72x88;1,875;2;175x94x114;159,5;115,58;32;73;74;69;74,32;;791,9;189,9;;;OTION;;#RIF!;#RIF!;#RIF!;#RIF!;;;MOBILI PER SEDERSI IMBOTTITI
60;-8,85;359,6;388,7;366,6;3,47;354,3;-5,47;374,8;;POLIESTERE WATER PROOF;;50331;POLTRONA ALASSIO COLOR BIANCO ;;Single Sofa Aluminium frame & full PE wicker cover with 5 cm waterproof cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;"CUSHION:WATER PROOF, WITH ZIPPER; FABRIC TORTORA A14203";60x72x88 ;0,803;2;75x94x114;72,1;52,25;75;169;169;161;32,54;;374,78;84,79;;;OTION;;#RIF!;#RIF!;#RIF!;#RIF!;;;MOBILI PER SEDERSI IMBOTTITI
61;;;;511,4;;511,4;16,65;438,4;;;;50339;LETTINO ALASSIO COLOR SPECIAL BROWN;GB08;Lounge, alu frame, wicker woven,;1044 (HIGH QUALITY);;67X200X35;0,16;1;72x11x203;108,7;78,77;188;425;425;404;14,12;;438,42;92,89;;;OTION;;;;105,53;75,38;;;MOBILI PER SEDERSI 
62;3,14;507,7;544,7;561,8;0;561,8;7,21;524;;STRUTTURA ALLUMINIO + TECNO RATTAN ;;50340;LETTINO CON BRACCIOLI ALASSIO COLOR SPECIAL BROWN;GB-01;Lounge Aluminium frame & full PE wicker cover;1044 (HIGH QUALITY);;76x205x68 ;3,375;10;180x75x250;112;81,16;89;201;201;191;29,85;;523,97;111,01;;;OTION;;108,1;73,04;97,3;69,5;;;MOBILI PER SEDERSI 
63;;;;511,4;;511,4;16,65;438,4;;;;50341;LETTINO ALASSIO COLOR BIANCO;GB08;Lounge, alu frame, wicker woven,;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;;67X200X35;0,16;1;72x11x203;108,7;78,77;188;425;425;404;14,12;;438,42;92,89;;;OTION;;;;105,53;75,38;;;MOBILI PER SEDERSI 
64;1,81;483,8;509,4;509,4;-1,77;518,6;7,39;482,9;;STRUTTURA ALLUMINIO + TECNO RATTAN ;;50360;CHAISE LONGUE ALASSIO COLOR SPECIAL BROWN;GB-19;Leisure Aluminium frame & full PE wicker cover;1044 (HIGH QUALITY);;170x69x88;3,325;15;190x70x250;111,3;80,65;135;307;307;291;19,54;;482,95;100,2;;;OTION;;120,08;81,14;108,2;300,87;;;MOBILI PER SEDERSI 
65;;;;509,4;-1,77;518,6;7,39;482,9;;STRUTTURA ALLUMINIO + TECNO RATTAN ;;50361;CHAISE LONGUE ALASSIO COLOR BIANCO;GB-19;Leisure Aluminium frame & full PE wicker cover;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;;170x69x88;3,325;15;190x70x250;111,3;80,65;135;307;307;291;19,54;;482,95;100,2;;;OTION;;120,08;81,14;108,2;77,29;;;MOBILI PER SEDERSI 
66;;;;1537,6;;1722,7;8,61;1586,2;;;;50510;DIVANO 3 POSTI RODI COLOR SPECIAL BROWN;GS-6468;3 seater sofa 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;233x90x66;1,47;1;235x92x68;252;182,61;20;46;46;44;130,43;;1.586,19;313,04;;;OTION;;;;244,2;174,43;;;MOBILI PER SEDERSI IMBOTTITI
67;;;;1537,6;;1722,7;8,61;1586,2;;;;50511;DIVANO 3 POSTI RODI COLOR BIANCO;GS-6468;3 seater sofa 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;233x90x66;1,47;1;235x92x68;252;182,61;20;46;46;44;130,43;;1.586,19;313,04;;;OTION;;;;244,2;174,43;;;MOBILI PER SEDERSI IMBOTTITI
68;;;;;;;;;;;;50512;DIVANO 3 POSTI RODI COLOR ROVERE;GS-6468;3 seater sofa 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;233x90x66;1,47;1;235x92x68;252;182,61;20;46;46;;130,43;;1.586,19;313,04;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
69;;;;;;1954,7;;1942,4;;;;50513;DIVANO 3 POSTI RODI COLOR SPECIAL BROWN TONDO;GS-6468;3 seater sofa 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AGO Y500 ROUND WICKER DIAM.  4 MM 3 YEARS WARRANTY;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;233x90x66;1,47;1;235x92x68;349;252,9;;;46; - ;130,43;;1.942,35;383,33;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
70;;;;1058,6;;1191,3;9,06;1092,3;;;;50505;DIVANO 2 POSTI RODI COLOR SPECIAL BROWN;GS-6467;2 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;165x90x66;1,044;1;167x92x68;172;124,64;29;65;65;62;92,31;;1.092,32;216,95;;;OTION;;;;167;119,29;;;MOBILI PER SEDERSI IMBOTTITI
71;;;;1058,6;;1191,3;9,06;1092,3;;;;50506;DIVANO 2 POSTI RODI COLOR BIANCO;GS-6467;2 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;165x90x66;1,044;1;167x92x68;172;124,64;29;65;65;62;92,31;;1.092,32;216,95;;;OTION;;;;167;119,29;;;MOBILI PER SEDERSI IMBOTTITI
72;;;;;;;;1092,3;;;;50507;DIVANO 2 POSTI RODI COLOR ROVERE;GS-6467;2 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;165x90x66;1,044;1;167x92x68;172;124,64;29;65;65;;92,31;;1.092,32;216,95;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
73;;;;;;1373,2;;1344,1;;;;50508;DIVANO 2 POSTI RODI COLOR SPECIAL BROWN TONDO;GS-6467;2 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AGO Y500 ROUND WICKER DIAM.  4 MM 3 YEARS WARRANTY;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;165x90x66;1,044;1;167x92x68;241;174,64;;;65; - ;92,31;;1.344,07;266,95;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
74;;;;647,8;;724;8,87;665;;;;50500;POLTRONA RODI COLOR SPECIAL BROWN;GS-6466;1 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;86x90x66;0,565;1;88x92x68;112;81,16;53;120;120;114;50;;664,98;131,16;;;OTION;;;;112;80;;;MOBILI PER SEDERSI IMBOTTITI
75;;;;647,8;;724;8,87;665;;;;50501;POLTRONA RODI COLOR BIANCO;GS-6466;1 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;86x90x66;0,565;1;88x92x68;112;81,16;53;120;120;114;50;;664,98;131,16;;;OTION;;;;112;80;;;MOBILI PER SEDERSI IMBOTTITI
76;;;;;;;;665;;;;50502;POLTRONA RODI COLOR ROVERE;GS-6466;1 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;86x90x66;0,565;1;88x92x68;112;81,16;53;120;120;;50;;664,98;131,16;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
77;;;;;;851,4;;859,7;;;;50503;POLTRONA RODI COLORSPECIAL BROWN TONDO;GS-6466;1 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AGO Y500 ROUND WICKER DIAM.  4 MM 3 YEARS WARRANTY;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;86x90x66;0,565;1;88x92x68;165;119,57;53;120;120;114;50;;859,7;169,57;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
78;;;;400,3;;427,4;-0,9;431,3;;;;50515;TAVOLINO RODI COLOR SPECIAL BROWN CM 121X70X32 H ;GT-6465;coffee table with 5mm tempered glass, 304# SS feet;1044 (HIGH QUALITY);5 MM TEMPERED CLEAR GLASS;121x70x32;0,309;1;123x72x35;81;62,22;97;220;220;209;27,27;4,86;431,34;89,49;18;;OTION;;;;75,8;57,61;;;TAVOLO VETRO
79;;;;400,3;;427,4;-0,9;431,3;;;;50516;TAVOLINO RODI COLOR BIANCO CM 121X70X32 H ;GT-6465;coffee table with 5mm tempered glass, 304# SS feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;5 MM TEMPERED CLEAR GLASS;121x70x32;0,309;1;123x72x35;81;62,22;97;220;220;209;27,27;4,86;431,34;89,49;18;;OTION;;;;75,8;57,61;;;TAVOLO VETRO
80;;;;;;;;431,3;;;;50517;TAVOLINO RODI COLOR ROVERE CM 121X70X32 H ;GT-6465;coffee table with 5mm tempered glass, 304# SS feet;;5 MM TEMPERED CLEAR GLASS;121x70x32;0,309;1;123x72x35;81;62,22;97;220;220;;27,27;4,86;431,34;89,49;;;OTION;;;;;;;;TAVOLO VETRO
81;;;;;;554,6;;572;;;;50518;TAVOLINO RODI COLOR SPECIAL BROWN TONDO CM 121X70X32 H ;GT-6465;coffee table with 5mm tempered glass, 304# SS feet;AGO Y500 ROUND WICKER DIAM.  4 MM 3 YEARS WARRANTY;5 MM TEMPERED CLEAR GLASS;121x70x32;0,309;1;123x72x35;119;91,41;97;220;220;209;27,27;7,14;572,03;118,68;;;OTION;;;;;;;;TAVOLO VETRO
82;;;;;;707,5;;625,8;;;;50525;POLTRONA ANGOLARE RODI COLOR SPECIAL BROWN ;;90x90 cm corner sofa, with 14cm armrest, SS feet,12cm seat cushion and 10 cm backcushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLORCRU A13815;;0,824;2;107X107X72;129;93,48;73;165;165;157;36,36;;625,84;129,84;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
83;;;;;;707,5;;625,8;;;;50526;POLTRONA ANGOLARE RODI COLOR BIANCO ;;90x90 cm corner sofa, with 14cm armrest, SS feet,12cm seat cushion and 10 cm backcushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;;0,824;2;107X107X72;129;93,48;73;165;165;157;36,36;;625,84;129,84;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
84;;;;;;581,7;;499,6;;;;50530;POLTRONA DIRITTA RODI COLOR SPECIAL BROWN;;75x90 cm straight sofa, with 14cm backrest, SS feet, 12cm seat cushion and 10 cm backcushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;75X90X79;0,617;2;77X107X75;105,4;76,38;97;220;220;209;27,27;;499,59;103,65;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
85;;;;;;581,7;;499,6;;;;50531;POLTRONA DIRITTA RODI COLOR BIANCO;;75x90 cm straight sofa, with 14cm backrest, SS feet, 12cm seat cushion and 10 cm backcushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;75X90X76;0,617;2;77X107X75;105,4;76,38;97;220;220;209;27,27;;499,59;103,65;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
86;;;;;;467,6;;482,8;;;;50535; SOFA'/TAVOLINO RODI COLOR SPECIAL BROWN CM 90X90X30 H;;90x90 cm ottoman or coffee table, with 5mm glass and 15cm cushion;1044 (HIGH QUALITY);"CLEAR TEMPERED GLASS; CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815";;0,294;1;93x93x34;96,6;74,2;102;231;231;220;25,97;5,8;482,84;100,17;;;OTION;;;;;;;;
87;;;;;;467,6;;482,8;;;;50536; SOFA'/TAVOLINO RODI COLOR BIANCO CM 90X90X30 H;;90x90 cm ottoman or coffee table, with 5mm glass and 15cm cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;"CLEAR TEMPERED GLASS; CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206";;0,294;1;93x93x34;96,6;74,2;102;231;231;220;25,97;5,8;482,84;100,17;;;OTION;;;;;;;;
88;;;;;;515,3;;501,6;;;;50380;POLTRONA ANGOLARE ALASSIO COLOR SPECIAL BROWN ;; corner seat sofa with seat, 10 cm cushion and 8 cm backcushionwith zipper ;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;76x76x73 ;0,777;2;90x80x108;96,3;69,78;77;175;175;166;34,29;;501,61;104,07;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
89;;;;;;424,9;;393,8;;;;50385;POLTRONA DIRITTA ALASSIO COLOR SPECIAL BROWN ;;middle seat sofa with 10 cm cushion and 8 cm backcushionwith zipper;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;76x66x73 ;0,589;2;78x70x108;76,9;55,72;102;231;231;219;25,97;;393,79;81,7;;;OTION;;;;;;;;MOBILI PER SEDERSI IMBOTTITI
90;;;;;;323,6;;350,6;;;;50390;SOFA'/TAVOLINO ALASSIO COLOR SPECIAL BROWN CM 76X76X32 H ;; ottoman with both 10 cm cushion with zipper and temepered clear glass ;1044 (HIGH QUALITY);"TEMPERED CLEAR GLASS; CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815";76x76x32;0,224;1;79x79x36;69;53;134;304;304;288;19,74;4,14;350,59;72,74;;;OTION;;;;;;;;
91;;;;;;171,6;;164,9;;;;50400;SEDIA RODI COLOR SPECIAL BROWN;GS-7023;Dining Chair without armrest without cushion and with aluminium feet;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;;50x57x89;1,32;22;100x55x240;39,9;28,91;500;1.133;1133;1.077;5,3;;164,89;34,21;;;OTION;;;;;;;;MOBILI PER SEDERSI 
92;;;;;;171,6;;164,9;;;;50401;SEDIA RODI COLOR BIANCO;GS-7023;Dining Chair without armrest without cushion and with aluminium feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;;50x57x89;1,32;22;100x55x240;39,9;28,91;500;1.133;1133;1.077;5,3;;164,89;34,21;;;OTION;;;;;;;;MOBILI PER SEDERSI 
93;;;;;;;;;;;;50402;SEDIA RODI COLOR ROVERE;GS-7023;Dining Chair without armrest without cushion and with aluminium feet;;;50x57x89;1,32;22;100x55x240;39,9;28,91;500;1.133;1133;;5,3;;164,89;34,21;;;OTION;;;;;;;;MOBILI PER SEDERSI 
94;;;;;;194;;187,1;;;;50420;SEDIA CON BRACCIOLI RODI COLOR SPECIAL BROWN;GS-7022;Dining chair WITH armrest without cushion and with aluminium feet;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;;56x57x89;1,638;20;105x60x260;43,6;31,59;366;830;830;789;7,23;;187,13;38,82;;;OTION;;;;;;;;MOBILI PER SEDERSI 
95;;;;;;194;;187,1;;;;50421;SEDIA CON BRACCIOLI RODI COLOR BIANCO;GS-7022;Dining chair WITH armrest without cushion and with aluminium feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;;56x57x89;1,638;20;105x60x260;43,6;31,59;366;830;830;789;7,23;;187,13;38,82;;;OTION;;;;;;;;MOBILI PER SEDERSI 
96;;;;;;;;187,1;;;;50422;SEDIA CON BRACCIOLI RODI COLOR ROVERE;GS-7022;Dining chair WITH armrest without cushion and with aluminium feet;;;56x57x89;1,638;20;105x60x260;43,6;31,59;366;830;830;;7,23;;187,13;38,82;;;OTION;;;;;;;;MOBILI PER SEDERSI 
97;;;;;;305,5;;388,8;;;;50450;TAVOLO QUADRO RODI COLOR SPECIAL BROWN CM 80X80X75 H ;GT-27071;80x80x75cm dining table, KD, with 5 mm glass top and aluminium feet;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;TEMPERED SMOKED GLASS;80x80x75;0,0706;1;82X82X10,5;96,9;74,43;425;963;963;915;6,23;5,81;388,79;80,66;;;OTION;;;;;;;;TAVOLO VETRO
98;;;;;;305,5;;388,8;;;;50451;TAVOLO QUADRO RODI COLOR BIANCO CM 80X80X75 H ;GT-27071;80x80x75cm dining table, KD, with 5 mm glass top and aluminium feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;FROZEN GLASS;80x80x75;0,0706;1;82X82X10,5;96,9;74,43;425;963;963;915;6,23;5,81;388,79;80,66;;;OTION;;;;;;;;MOBILI PER SEDERSI 
99;;;;;;;;388,8;;;;50452;TAVOLO QUADRO RODI COLOR ROVERE CM 80X80X75 H ;GT-27071;80x80x75cm dining table, KD, with 5 mm glass top and aluminium feet;;FROZEN GLASS;80x80x75;0,0706;1;82X82X10,5;96,9;74,43;425;963;963;;6,23;5,81;388,79;80,66;;;OTION;;;;;;;;TAVOLO VETRO
100;;;;;;990;;1076;;;;50655;SET HAPPY HOUR RODI COLOR SPECIAL BROWN ;GT-5089/GS3079;Bar set, table size is 74x74x110cm, with 5mm glass top 4 bar stool, 33x33x76cm, alu protection on the legs and on the feet;1044 (HIGH QUALITY);TEMPERED SMOKED GLASS;;0,63;1;75x75x112;218,3;167,68;48;108;108;103;55,56;13,1;1.075,99;223,24;;;OTION;;;;;;;;
101;;;;;;990;;1076;;;;50656;SET HAPPY HOUR RODI COLOR BIANCO;GT-5089/GS3079;Bar set, table size is 74x74x110cm, with 5mm glass top 4 bar stool, 33x33x76cm, alu protection on the legs and on the feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;FROZEN GLASS;;0,63;1;75x75x112;218,3;167,68;48;108;108;103;55,56;13,1;1.075,99;223,24;;;OTION;;;;;;;;
102;;;;;;;;340,7;;;;50660;SGABELLO BAR CON SCHIENALE RODI CM 43X53X113 H ;GS- 3079 (LEGS AS C-8019);Bar chair, no cushion, 25x25 mm aluminium tube, alu protection on the legs and of the feet;1044 (HIGH QUALITY);;43x53x113;0,284;1;45x55x115;62,9;45,58;106;239;239;227;25,1;;340,7;70,68;;;OTION;;;;;;;;MOBILI PER SEDERSI 
